"HITId","CreationTime","Expiration","NumberOfSimilarHITs","WorkerId","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","WorkTimeInSeconds","Input.query","Input.docA","Input.docB","Input.time","Answer.comment","Answer.bground","Answer.radio"
63,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",105,15,"Wed Apr 14 20:31:23 GMT 2010","Wed Apr 14 20:32:53 GMT 2010","Wed Apr 21 20:32:53 GMT 2010","Thu Apr 15 02:46:33 PDT 2010",90,"190.011.224-1.1.1","451.006.135-1.1.1","850.012.545-1.1.1",16,"","","s"
64,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",65,5,"Wed Apr 14 19:40:39 GMT 2010","Wed Apr 14 19:41:19 GMT 2010","Wed Apr 21 19:41:19 GMT 2010","Thu Apr 15 02:51:36 PDT 2010",40,"600.192.742-1.1.1","600.192.849-1.1.1","600.192.742-1.1.1",12,"","","b"
64,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",65,4,"Wed Apr 14 23:09:12 GMT 2010","Wed Apr 14 23:09:28 GMT 2010","Wed Apr 21 23:09:28 GMT 2010","Thu Apr 15 02:54:29 PDT 2010",16,"600.192.742-1.1.1","600.192.849-1.1.1","600.192.742-1.1.1",12,"","","b"
64,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",65,7,"Wed Apr 14 20:37:49 GMT 2010","Wed Apr 14 20:38:01 GMT 2010","Wed Apr 21 20:38:01 GMT 2010","Thu Apr 15 02:47:43 PDT 2010",12,"600.192.742-1.1.1","600.192.849-1.1.1","600.192.742-1.1.1",12,"","","b"
64,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",65,1,"Wed Apr 14 20:09:57 GMT 2010","Wed Apr 14 20:10:21 GMT 2010","Wed Apr 21 20:10:21 GMT 2010","Thu Apr 15 02:55:04 PDT 2010",24,"600.192.742-1.1.1","600.192.849-1.1.1","600.192.742-1.1.1",12,"","no","a"
64,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",65,6,"Thu Apr 15 00:33:40 GMT 2010","Thu Apr 15 00:34:04 GMT 2010","Thu Apr 22 00:34:04 GMT 2010","Thu Apr 15 02:49:28 PDT 2010",24,"600.192.742-1.1.1","600.192.849-1.1.1","600.192.742-1.1.1",12,"","","s"
64,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",65,8,"Wed Apr 14 23:43:00 GMT 2010","Wed Apr 14 23:43:29 GMT 2010","Wed Apr 21 23:43:29 GMT 2010","Thu Apr 15 02:57:15 PDT 2010",29,"600.192.742-1.1.1","600.192.849-1.1.1","600.192.742-1.1.1",12,"no","no","s"
64,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",65,9,"Wed Apr 14 19:16:44 GMT 2010","Wed Apr 14 19:17:06 GMT 2010","Wed Apr 21 19:17:06 GMT 2010","Thu Apr 15 02:48:42 PDT 2010",22,"600.192.742-1.1.1","600.192.849-1.1.1","600.192.742-1.1.1",12,"","","s"
64,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",65,18,"Thu Apr 15 04:31:56 GMT 2010","Thu Apr 15 04:32:18 GMT 2010","Thu Apr 22 04:32:18 GMT 2010","Thu Apr 15 02:59:10 PDT 2010",22,"600.192.742-1.1.1","600.192.849-1.1.1","600.192.742-1.1.1",12,"","","b"
64,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",65,10,"Thu Apr 15 04:39:22 GMT 2010","Thu Apr 15 04:39:45 GMT 2010","Thu Apr 22 04:39:45 GMT 2010","Thu Apr 15 02:59:13 PDT 2010",23,"600.192.742-1.1.1","600.192.849-1.1.1","600.192.742-1.1.1",12,"","","b"
64,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",65,15,"Wed Apr 14 20:26:45 GMT 2010","Wed Apr 14 20:28:01 GMT 2010","Wed Apr 21 20:28:01 GMT 2010","Thu Apr 15 02:46:50 PDT 2010",76,"600.192.742-1.1.1","600.192.849-1.1.1","600.192.742-1.1.1",12,"","","b"
65,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",92,6,"Thu Apr 15 02:31:15 GMT 2010","Thu Apr 15 02:31:42 GMT 2010","Thu Apr 22 02:31:42 GMT 2010","Thu Apr 15 02:49:36 PDT 2010",27,"703.001.021-1.1.1","211.000.045-1.3.1","850.008.650-1.2.1",14,"","","b"
65,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",92,9,"Wed Apr 14 19:41:44 GMT 2010","Wed Apr 14 19:42:07 GMT 2010","Wed Apr 21 19:42:07 GMT 2010","Thu Apr 15 02:48:46 PDT 2010",23,"703.001.021-1.1.1","211.000.045-1.3.1","850.008.650-1.2.1",14,"","","a"
65,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",92,1,"Wed Apr 14 20:01:16 GMT 2010","Wed Apr 14 20:01:40 GMT 2010","Wed Apr 21 20:01:40 GMT 2010","Thu Apr 15 02:55:11 PDT 2010",24,"703.001.021-1.1.1","211.000.045-1.3.1","850.008.650-1.2.1",14,"","no","s"
65,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",92,13,"Wed Apr 14 19:23:44 GMT 2010","Wed Apr 14 19:24:12 GMT 2010","Wed Apr 21 19:24:12 GMT 2010","Thu Apr 15 02:54:21 PDT 2010",28,"703.001.021-1.1.1","211.000.045-1.3.1","850.008.650-1.2.1",14,"","","s"
65,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",92,16,"Wed Apr 14 20:22:50 GMT 2010","Wed Apr 14 20:23:40 GMT 2010","Wed Apr 21 20:23:40 GMT 2010","Thu Apr 15 02:58:20 PDT 2010",50,"703.001.021-1.1.1","211.000.045-1.3.1","850.008.650-1.2.1",14,"","","s"
65,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",92,15,"Wed Apr 14 20:31:52 GMT 2010","Wed Apr 14 20:32:20 GMT 2010","Wed Apr 21 20:32:20 GMT 2010","Thu Apr 15 02:46:48 PDT 2010",28,"703.001.021-1.1.1","211.000.045-1.3.1","850.008.650-1.2.1",14,"","","a"
65,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",92,7,"Wed Apr 14 20:47:04 GMT 2010","Wed Apr 14 20:47:16 GMT 2010","Wed Apr 21 20:47:16 GMT 2010","Thu Apr 15 02:47:32 PDT 2010",12,"703.001.021-1.1.1","211.000.045-1.3.1","850.008.650-1.2.1",14,"","","s"
65,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",92,8,"Thu Apr 15 00:06:08 GMT 2010","Thu Apr 15 00:06:45 GMT 2010","Thu Apr 22 00:06:45 GMT 2010","Thu Apr 15 02:57:29 PDT 2010",37,"703.001.021-1.1.1","211.000.045-1.3.1","850.008.650-1.2.1",14,"no","no","b"
65,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",92,4,"Wed Apr 14 22:09:07 GMT 2010","Wed Apr 14 22:09:22 GMT 2010","Wed Apr 21 22:09:22 GMT 2010","Thu Apr 15 02:54:27 PDT 2010",15,"703.001.021-1.1.1","211.000.045-1.3.1","850.008.650-1.2.1",14,"","","a"
65,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",92,3,"Wed Apr 14 19:25:15 GMT 2010","Wed Apr 14 19:25:37 GMT 2010","Wed Apr 21 19:25:37 GMT 2010","Thu Apr 15 02:55:02 PDT 2010",22,"703.001.021-1.1.1","211.000.045-1.3.1","850.008.650-1.2.1",14,"","","a"
66,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",78,1,"Wed Apr 14 20:26:47 GMT 2010","Wed Apr 14 20:27:02 GMT 2010","Wed Apr 21 20:27:02 GMT 2010","Thu Apr 15 02:55:11 PDT 2010",15,"400.065.784-1.1.1","450.027.409-1.1.1","400.065.784-1.1.1",7,"","no","b"
66,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",78,8,"Wed Apr 14 23:58:13 GMT 2010","Wed Apr 14 23:58:43 GMT 2010","Wed Apr 21 23:58:43 GMT 2010","Thu Apr 15 02:57:12 PDT 2010",30,"400.065.784-1.1.1","450.027.409-1.1.1","400.065.784-1.1.1",7,"no","no","b"
66,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",78,18,"Thu Apr 15 04:32:04 GMT 2010","Thu Apr 15 04:32:27 GMT 2010","Thu Apr 22 04:32:27 GMT 2010","Thu Apr 15 02:59:11 PDT 2010",23,"400.065.784-1.1.1","450.027.409-1.1.1","400.065.784-1.1.1",7,"","","b"
66,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",78,9,"Wed Apr 14 19:36:06 GMT 2010","Wed Apr 14 19:36:23 GMT 2010","Wed Apr 21 19:36:23 GMT 2010","Thu Apr 15 02:48:38 PDT 2010",17,"400.065.784-1.1.1","450.027.409-1.1.1","400.065.784-1.1.1",7,"","","b"
66,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",78,6,"Thu Apr 15 00:02:12 GMT 2010","Thu Apr 15 00:02:34 GMT 2010","Thu Apr 22 00:02:34 GMT 2010","Thu Apr 15 02:49:23 PDT 2010",22,"400.065.784-1.1.1","450.027.409-1.1.1","400.065.784-1.1.1",7,"","","b"
66,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",78,13,"Wed Apr 14 19:22:54 GMT 2010","Wed Apr 14 19:23:16 GMT 2010","Wed Apr 21 19:23:16 GMT 2010","Thu Apr 15 02:54:14 PDT 2010",22,"400.065.784-1.1.1","450.027.409-1.1.1","400.065.784-1.1.1",7,"","","b"
66,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",78,11,"Thu Apr 15 03:54:16 GMT 2010","Thu Apr 15 03:54:39 GMT 2010","Thu Apr 22 03:54:39 GMT 2010","Thu Apr 15 02:57:09 PDT 2010",23,"400.065.784-1.1.1","450.027.409-1.1.1","400.065.784-1.1.1",7,"","","b"
66,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",78,4,"Wed Apr 14 22:24:43 GMT 2010","Wed Apr 14 22:27:13 GMT 2010","Wed Apr 21 22:27:13 GMT 2010","Thu Apr 15 02:54:10 PDT 2010",150,"400.065.784-1.1.1","450.027.409-1.1.1","400.065.784-1.1.1",7,"","","a"
66,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",78,15,"Wed Apr 14 19:38:03 GMT 2010","Wed Apr 14 19:38:16 GMT 2010","Wed Apr 21 19:38:16 GMT 2010","Thu Apr 15 02:46:52 PDT 2010",13,"400.065.784-1.1.1","450.027.409-1.1.1","400.065.784-1.1.1",7,"","","b"
66,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",78,7,"Wed Apr 14 20:40:19 GMT 2010","Wed Apr 14 20:40:31 GMT 2010","Wed Apr 21 20:40:31 GMT 2010","Thu Apr 15 02:47:32 PDT 2010",12,"400.065.784-1.1.1","450.027.409-1.1.1","400.065.784-1.1.1",7,"","","b"
67,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",15,18,"Thu Apr 15 04:33:01 GMT 2010","Thu Apr 15 04:33:20 GMT 2010","Thu Apr 22 04:33:20 GMT 2010","Thu Apr 15 02:59:07 PDT 2010",19,"190.011.224-1.1.1","451.508.817-1.1.1","850.012.545-1.1.1",19,"","","s"
67,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",15,4,"Wed Apr 14 23:14:05 GMT 2010","Wed Apr 14 23:14:13 GMT 2010","Wed Apr 21 23:14:13 GMT 2010","Thu Apr 15 02:54:28 PDT 2010",8,"190.011.224-1.1.1","451.508.817-1.1.1","850.012.545-1.1.1",19,"","","a"
67,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",15,8,"Wed Apr 14 23:54:03 GMT 2010","Wed Apr 14 23:55:11 GMT 2010","Wed Apr 21 23:55:11 GMT 2010","Thu Apr 15 02:57:29 PDT 2010",68,"190.011.224-1.1.1","451.508.817-1.1.1","850.012.545-1.1.1",19,"no","no","a"
67,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",15,9,"Wed Apr 14 19:40:23 GMT 2010","Wed Apr 14 19:41:03 GMT 2010","Wed Apr 21 19:41:03 GMT 2010","Thu Apr 15 02:48:48 PDT 2010",40,"190.011.224-1.1.1","451.508.817-1.1.1","850.012.545-1.1.1",19,"","","a"
67,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",15,20,"Thu Apr 15 06:15:44 GMT 2010","Thu Apr 15 06:16:24 GMT 2010","Thu Apr 22 06:16:24 GMT 2010","Thu Apr 15 02:55:59 PDT 2010",40,"190.011.224-1.1.1","451.508.817-1.1.1","850.012.545-1.1.1",19,"","","a"
67,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",15,17,"Thu Apr 15 07:14:39 GMT 2010","Thu Apr 15 07:22:53 GMT 2010","Thu Apr 22 07:22:53 GMT 2010","Thu Apr 15 02:58:39 PDT 2010",494,"190.011.224-1.1.1","451.508.817-1.1.1","850.012.545-1.1.1",19,"","","b"
67,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",15,15,"Thu Apr 15 05:47:45 GMT 2010","Thu Apr 15 05:50:08 GMT 2010","Thu Apr 22 05:50:08 GMT 2010","Thu Apr 15 02:46:30 PDT 2010",143,"190.011.224-1.1.1","451.508.817-1.1.1","850.012.545-1.1.1",19,"","","a"
67,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",15,6,"Thu Apr 15 00:18:41 GMT 2010","Thu Apr 15 00:19:12 GMT 2010","Thu Apr 22 00:19:12 GMT 2010","Thu Apr 15 02:49:42 PDT 2010",31,"190.011.224-1.1.1","451.508.817-1.1.1","850.012.545-1.1.1",19,"","","s"
67,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",15,7,"Wed Apr 14 20:45:42 GMT 2010","Wed Apr 14 20:45:48 GMT 2010","Wed Apr 21 20:45:48 GMT 2010","Thu Apr 15 02:47:28 PDT 2010",6,"190.011.224-1.1.1","451.508.817-1.1.1","850.012.545-1.1.1",19,"","","s"
67,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",15,1,"Wed Apr 14 20:48:07 GMT 2010","Wed Apr 14 20:48:37 GMT 2010","Wed Apr 21 20:48:37 GMT 2010","Thu Apr 15 02:55:15 PDT 2010",30,"190.011.224-1.1.1","451.508.817-1.1.1","850.012.545-1.1.1",19,"","no","a"
68,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",92,8,"Wed Apr 14 23:42:34 GMT 2010","Wed Apr 14 23:42:59 GMT 2010","Wed Apr 21 23:42:59 GMT 2010","Thu Apr 15 02:57:14 PDT 2010",25,"600.054.278-1.1.1","703.003.163-1.1.2","600.055.822-1.1.1",19,"no","no","b"
68,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",92,1,"Wed Apr 14 20:14:43 GMT 2010","Wed Apr 14 20:15:07 GMT 2010","Wed Apr 21 20:15:07 GMT 2010","Thu Apr 15 02:54:57 PDT 2010",24,"600.054.278-1.1.1","703.003.163-1.1.2","600.055.822-1.1.1",19,"","no","b"
68,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",92,24,"Wed Apr 14 20:00:20 GMT 2010","Wed Apr 14 20:00:49 GMT 2010","Wed Apr 21 20:00:49 GMT 2010","Thu Apr 15 02:58:36 PDT 2010",29,"600.054.278-1.1.1","703.003.163-1.1.2","600.055.822-1.1.1",19,"","","b"
68,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",92,4,"Wed Apr 14 23:10:53 GMT 2010","Wed Apr 14 23:11:04 GMT 2010","Wed Apr 21 23:11:04 GMT 2010","Thu Apr 15 02:54:30 PDT 2010",11,"600.054.278-1.1.1","703.003.163-1.1.2","600.055.822-1.1.1",19,"","","a"
68,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",92,17,"Wed Apr 14 20:39:15 GMT 2010","Wed Apr 14 20:41:09 GMT 2010","Wed Apr 21 20:41:09 GMT 2010","Thu Apr 15 02:58:33 PDT 2010",114,"600.054.278-1.1.1","703.003.163-1.1.2","600.055.822-1.1.1",19,"","","b"
68,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",92,23,"Wed Apr 14 20:52:16 GMT 2010","Wed Apr 14 20:52:29 GMT 2010","Wed Apr 21 20:52:29 GMT 2010","Thu Apr 15 02:56:01 PDT 2010",13,"600.054.278-1.1.1","703.003.163-1.1.2","600.055.822-1.1.1",19,"","","b"
68,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",92,15,"Wed Apr 14 20:50:03 GMT 2010","Wed Apr 14 20:50:36 GMT 2010","Wed Apr 21 20:50:36 GMT 2010","Thu Apr 15 02:46:40 PDT 2010",33,"600.054.278-1.1.1","703.003.163-1.1.2","600.055.822-1.1.1",19,"","","b"
68,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",92,9,"Wed Apr 14 19:24:16 GMT 2010","Wed Apr 14 19:24:40 GMT 2010","Wed Apr 21 19:24:40 GMT 2010","Thu Apr 15 02:48:51 PDT 2010",24,"600.054.278-1.1.1","703.003.163-1.1.2","600.055.822-1.1.1",19,"","","b"
68,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",92,6,"Thu Apr 15 02:35:37 GMT 2010","Thu Apr 15 02:36:07 GMT 2010","Thu Apr 22 02:36:07 GMT 2010","Thu Apr 15 02:49:30 PDT 2010",30,"600.054.278-1.1.1","703.003.163-1.1.2","600.055.822-1.1.1",19,"","","b"
68,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",92,7,"Wed Apr 14 20:37:35 GMT 2010","Wed Apr 14 20:37:48 GMT 2010","Wed Apr 21 20:37:48 GMT 2010","Thu Apr 15 02:47:33 PDT 2010",13,"600.054.278-1.1.1","703.003.163-1.1.2","600.055.822-1.1.1",19,"","","b"
69,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",15,17,"Thu Apr 15 07:10:23 GMT 2010","Thu Apr 15 07:14:39 GMT 2010","Thu Apr 22 07:14:39 GMT 2010","Thu Apr 15 02:58:30 PDT 2010",256,"700.010.591-1.4.2","570.002.606-1.1.2","700.010.591-1.4.2",14,"","","b"
69,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",15,4,"Wed Apr 14 23:13:19 GMT 2010","Wed Apr 14 23:13:36 GMT 2010","Wed Apr 21 23:13:36 GMT 2010","Thu Apr 15 02:54:10 PDT 2010",17,"700.010.591-1.4.2","570.002.606-1.1.2","700.010.591-1.4.2",14,"","","a"
69,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",15,9,"Wed Apr 14 19:13:01 GMT 2010","Wed Apr 14 19:13:34 GMT 2010","Wed Apr 21 19:13:34 GMT 2010","Thu Apr 15 02:48:38 PDT 2010",33,"700.010.591-1.4.2","570.002.606-1.1.2","700.010.591-1.4.2",14,"","","s"
69,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",15,24,"Wed Apr 14 20:04:12 GMT 2010","Wed Apr 14 20:04:36 GMT 2010","Wed Apr 21 20:04:36 GMT 2010","Thu Apr 15 02:58:31 PDT 2010",24,"700.010.591-1.4.2","570.002.606-1.1.2","700.010.591-1.4.2",14,"","","b"
69,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",15,20,"Thu Apr 15 06:28:47 GMT 2010","Thu Apr 15 06:29:46 GMT 2010","Thu Apr 22 06:29:46 GMT 2010","Thu Apr 15 02:55:57 PDT 2010",59,"700.010.591-1.4.2","570.002.606-1.1.2","700.010.591-1.4.2",14,"","","s"
69,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",15,5,"Wed Apr 14 19:33:39 GMT 2010","Wed Apr 14 19:34:10 GMT 2010","Wed Apr 21 19:34:10 GMT 2010","Thu Apr 15 02:51:29 PDT 2010",31,"700.010.591-1.4.2","570.002.606-1.1.2","700.010.591-1.4.2",14,"","","b"
69,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",15,8,"Thu Apr 15 00:04:41 GMT 2010","Thu Apr 15 00:05:19 GMT 2010","Thu Apr 22 00:05:19 GMT 2010","Thu Apr 15 02:57:29 PDT 2010",38,"700.010.591-1.4.2","570.002.606-1.1.2","700.010.591-1.4.2",14,"no","no","s"
69,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",15,18,"Thu Apr 15 04:32:39 GMT 2010","Thu Apr 15 04:33:00 GMT 2010","Thu Apr 22 04:33:00 GMT 2010","Thu Apr 15 02:59:14 PDT 2010",21,"700.010.591-1.4.2","570.002.606-1.1.2","700.010.591-1.4.2",14,"","","s"
69,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",15,1,"Wed Apr 14 20:50:13 GMT 2010","Wed Apr 14 20:51:12 GMT 2010","Wed Apr 21 20:51:12 GMT 2010","Thu Apr 15 02:54:59 PDT 2010",59,"700.010.591-1.4.2","570.002.606-1.1.2","700.010.591-1.4.2",14,"","no","b"
69,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",15,15,"Wed Apr 14 18:33:39 GMT 2010","Wed Apr 14 19:30:23 GMT 2010","Wed Apr 21 19:30:23 GMT 2010","Thu Apr 15 02:46:52 PDT 2010",3404,"700.010.591-1.4.2","570.002.606-1.1.2","700.010.591-1.4.2",14,"","","b"
70,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",81,1,"Wed Apr 14 20:08:34 GMT 2010","Wed Apr 14 20:08:56 GMT 2010","Wed Apr 21 20:08:56 GMT 2010","Thu Apr 15 02:54:58 PDT 2010",22,"702.001.406-1.1.1","705.000.745-1.1.1","850.020.654-1.1.1",11,"","no","s"
70,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",81,10,"Thu Apr 15 03:50:42 GMT 2010","Thu Apr 15 03:51:06 GMT 2010","Thu Apr 22 03:51:06 GMT 2010","Thu Apr 15 02:59:16 PDT 2010",24,"702.001.406-1.1.1","705.000.745-1.1.1","850.020.654-1.1.1",11,"","","s"
70,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",81,8,"Wed Apr 14 23:59:40 GMT 2010","Thu Apr 15 00:00:09 GMT 2010","Thu Apr 22 00:00:09 GMT 2010","Thu Apr 15 02:57:20 PDT 2010",29,"702.001.406-1.1.1","705.000.745-1.1.1","850.020.654-1.1.1",11,"no","no","b"
70,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",81,9,"Wed Apr 14 19:46:47 GMT 2010","Wed Apr 14 19:49:04 GMT 2010","Wed Apr 21 19:49:04 GMT 2010","Thu Apr 15 02:48:42 PDT 2010",137,"702.001.406-1.1.1","705.000.745-1.1.1","850.020.654-1.1.1",11,"","","s"
70,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",81,4,"Wed Apr 14 23:12:46 GMT 2010","Wed Apr 14 23:12:53 GMT 2010","Wed Apr 21 23:12:53 GMT 2010","Thu Apr 15 02:54:22 PDT 2010",7,"702.001.406-1.1.1","705.000.745-1.1.1","850.020.654-1.1.1",11,"","","a"
70,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",81,19,"Wed Apr 14 19:12:00 GMT 2010","Wed Apr 14 19:12:30 GMT 2010","Wed Apr 21 19:12:30 GMT 2010","Thu Apr 15 02:55:11 PDT 2010",30,"702.001.406-1.1.1","705.000.745-1.1.1","850.020.654-1.1.1",11,"","","s"
70,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",81,17,"Wed Apr 14 18:52:05 GMT 2010","Wed Apr 14 18:57:18 GMT 2010","Wed Apr 21 18:57:18 GMT 2010","Thu Apr 15 02:58:27 PDT 2010",313,"702.001.406-1.1.1","705.000.745-1.1.1","850.020.654-1.1.1",11,"","","a"
70,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",81,7,"Wed Apr 14 20:48:26 GMT 2010","Wed Apr 14 20:48:38 GMT 2010","Wed Apr 21 20:48:38 GMT 2010","Thu Apr 15 02:47:26 PDT 2010",12,"702.001.406-1.1.1","705.000.745-1.1.1","850.020.654-1.1.1",11,"","","s"
70,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",81,6,"Thu Apr 15 02:29:24 GMT 2010","Thu Apr 15 02:29:51 GMT 2010","Thu Apr 22 02:29:51 GMT 2010","Thu Apr 15 02:49:34 PDT 2010",27,"702.001.406-1.1.1","705.000.745-1.1.1","850.020.654-1.1.1",11,"","","s"
70,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",81,5,"Wed Apr 14 19:50:11 GMT 2010","Wed Apr 14 19:50:39 GMT 2010","Wed Apr 21 19:50:39 GMT 2010","Thu Apr 15 02:51:38 PDT 2010",28,"702.001.406-1.1.1","705.000.745-1.1.1","850.020.654-1.1.1",11,"","","s"
71,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",83,13,"Wed Apr 14 19:17:59 GMT 2010","Wed Apr 14 19:18:13 GMT 2010","Wed Apr 21 19:18:13 GMT 2010","Thu Apr 15 02:54:26 PDT 2010",14,"703.001.021-1.1.1","703.001.021-1.1.1","850.008.650-1.2.1",17,"","","a"
71,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",83,4,"Wed Apr 14 23:14:51 GMT 2010","Wed Apr 14 23:15:10 GMT 2010","Wed Apr 21 23:15:10 GMT 2010","Thu Apr 15 02:54:16 PDT 2010",19,"703.001.021-1.1.1","703.001.021-1.1.1","850.008.650-1.2.1",17,"","","b"
71,"Wed Apr 14 18:29:37 GMT 2010","Sat Apr 17 18:29:37 GMT 2010",83,8,"Thu Apr 15 00:07:32 GMT 2010","Thu Apr 15 00:08:02 GMT 2010","Thu Apr 22 00:08:02 GMT 2010","Thu Apr 15 02:57:12 PDT 2010",30,"703.001.021-1.1.1","703.001.021-1.1.1","850.008.650-1.2.1",17,"no","no","a"
